271377,-0.0006,0
271380,-0.0009,0
271383,-0.0011,0
271386,-0.0009,0
271389,-0.0007,0
271392,-0.0007,0
271395,-0.0005,0
271398,-0.0008,0
271401,-0.0004,0
271404,-0.0008,0
271407,-0.0003,0
271421,-0.0009,0
271424,0.0003,0
271427,-0.0003,0
271430,-0.0008,0
271433,-0.0004,0
271436,-0.0004,0
271439,-0.0008,0
271442,-0.0004,0
271445,-0.0005,0
271448,-0.0009,0
271451,-0.0004,0
271454,-0.0006,0
271457,-0.0011,0
271460,-0.0006,0
271463,-0.0008,0
271466,-0.0009,0
271469,-0.0008,0
271472,-0.0005,0
271475,-0.0008,0
271478,-0.0003,0
271490,-0.0005,0
271494,-0.0011,0
271497,-0.0008,0
271500,-0.0009,0
271503,-0.0004,0
271506,-0.0009,0
271509,-0.0001,0
271512,-0.0007,0
271515,-0.0013,0
271518,-0.0007,0
271521,-0.0005,0
271524,-0.0007,0
271527,-0.0005,0
271530,-0.0005,0
271533,-0.0005,0
271536,-0.0007,0
271539,-0.0005,0
271551,-0.0008,0
271555,-0.0009,0
271558,-0.0007,0
271561,-0.0005,0
271564,-0.0009,0
271567,-0.0004,0
271570,-0.0010,0
271573,-0.0008,0
271576,-0.0003,0
271579,-0.0005,0
271582,-0.0011,0
271585,-0.0005,0
271588,-0.0008,0
271591,-0.0011,0
271594,-0.0004,0
271597,-0.0000,0
271600,-0.0006,0
271603,-0.0001,0
271615,-0.0004,0
271619,-0.0005,0
271622,-0.0010,0
271625,-0.0007,0
271628,-0.0008,0
271631,-0.0006,0
271634,-0.0008,0
271637,-0.0005,0
271640,-0.0007,0
271643,-0.0009,0
271646,-0.0004,0
271649,-0.0005,0
271652,-0.0018,0
271655,-0.0003,0
271658,-0.0011,0
271661,-0.0007,0
271664,-0.0001,0
271667,-0.0011,0
271681,-0.0004,0
271684,-0.0008,0
271687,-0.0006,0
271690,-0.0004,0
271693,-0.0004,0
271696,-0.0006,0
271699,-0.0011,0
271702,-0.0004,0
271705,-0.0013,0
271708,-0.0003,0
271711,-0.0004,0
271714,-0.0005,0
271717,-0.0011,0
271720,-0.0007,0
271723,-0.0006,0
271726,-0.0006,0
271729,-0.0004,0
271732,-0.0005,0
271735,-0.0004,0
271749,-0.0005,0
271752,-0.0008,0
271755,-0.0003,0
271758,-0.0010,0
271761,-0.0004,0
271764,-0.0004,0
271767,-0.0003,0
271770,-0.0008,0
271773,-0.0003,0
271776,0.0004,0
271779,-0.0009,0
271782,-0.0007,0
271785,-0.0006,0
271788,-0.0003,0
271791,-0.0004,0
271794,-0.0008,0
271797,-0.0005,0
271800,-0.0005,0
271803,-0.0008,0
271806,-0.0006,0
271820,-0.0007,0
271823,-0.0006,0
271826,-0.0008,0
271829,-0.0004,0
271832,-0.0006,0
271835,0.0001,0
271838,-0.0011,0
271841,-0.0016,0
271844,-0.0005,0
271847,-0.0007,0
271850,-0.0010,0
271853,-0.0010,0
271856,-0.0004,0
271859,-0.0006,0
271862,-0.0004,0
271865,-0.0006,0
271868,-0.0007,0
271871,-0.0011,0
271874,0.0002,0
271877,-0.0009,0
271889,-0.0006,0
271893,-0.0009,0
271896,-0.0003,0
271899,-0.0004,0
271902,0.0003,0
271905,-0.0005,0
271908,-0.0004,0
271911,-0.0005,0
271914,-0.0001,0
271917,-0.0011,0
271920,-0.0006,0
271923,-0.0011,0
271926,-0.0005,0
271929,-0.0008,0
271932,-0.0004,0
271935,-0.0003,0
271938,-0.0006,0
271941,-0.0013,0
271955,-0.0007,0
271958,-0.0010,0
271961,-0.0011,0
271964,-0.0005,0
271967,-0.0000,0
271970,0.0012,0
271973,-0.0004,0
271976,-0.0001,0
271979,-0.0011,0
271982,-0.0003,0
271985,-0.0005,0
271988,-0.0008,0
271991,-0.0005,0
271994,-0.0005,0
271997,-0.0002,0
272000,-0.0004,0
272003,-0.0006,0
272006,-0.0005,0
272009,-0.0008,0
272012,-0.0004,0
272024,-0.0808,-20
272028,-0.0804,-20
272031,-0.0804,-20
272034,-0.0803,-20
