time_ms,adc
3695,166
3705,169
3716,171
3726,169
3737,169
3747,170
3758,169
3768,167
3779,166
3789,166
3800,166
3810,166
3821,165
3831,166
3842,166
3852,166
3863,165
3873,166
3884,166
3894,166
3905,166
3915,166
3926,165
3936,166
3947,166
3957,167
3968,166
3978,166
3989,166
3999,166
4009,166
4020,166
4031,166
4041,166
4051,166
4062,166
4073,166
4083,165
4093,166
4104,166
4115,166
4125,166
4135,166
4146,166
4157,166
4167,166
4177,167
4188,167
4199,166
4209,166
4219,166
4230,166
4241,166
4251,166
4261,166
4272,166
4283,166
4293,166
4303,167
4314,166
4325,166
4335,166
4345,166
4356,166
4367,165
4377,165
4387,167
4398,166
4409,166
4419,166
4429,166
4440,166
4451,166
4461,166
4471,166
4482,166
4492,165
4503,166
4513,166
4524,166
4534,166
4545,165
4555,165
4566,166
4576,166
4587,165
4597,166
4608,166
4618,166
4629,166
4639,166
4649,166
4660,166
4671,165
4681,166
4691,166
4702,167
4713,166
4723,167
4733,170
4744,177
4755,192
4765,213
4775,236
4786,259
4797,280
4807,297
4817,309
4828,319
4839,325
4849,323
4859,326
4870,324
4881,325
4891,324
4901,324
4912,325
4923,324
4933,325
4943,325
4954,324
4965,324
4975,324
4985,325
4996,324
5007,324
5017,324
5027,325
5038,324
5049,324
5059,325
5069,324
5080,325
5091,325
5101,324
5111,325
5122,324
5133,325
5143,324
5153,324
5164,325
5175,324
5185,324
5195,324
5206,324
5217,324
5227,324
5237,325
5248,324
5259,324
5269,324
5279,324
5289,324
5301,324
5311,325
5321,325
5331,324
5343,324
5353,324
5363,324
5373,324
5385,323
5395,324
5405,324
5415,324
5426,325
5437,324
5447,324
5457,324
5468,324
5479,324
5489,324
5499,324
5510,325
5521,324
5531,324
5541,324
5552,324
5563,324
5573,324
5583,324
5594,324
5605,324
5615,323
5625,324
5636,324
5647,325
5657,324
5667,324
5678,324
5689,324
5699,324
5709,324
5720,324
5731,324
5741,324
5751,324
5762,324
5773,324
5783,324
5793,324
5804,324
5815,324
5825,324
5835,323
5846,324
5857,324
5867,323
5877,324
5888,324
5899,323
5909,324
5919,324
5929,324
5941,323
5951,324
5961,323
5971,323
5983,324
5993,325
6003,324
6013,324
6025,324
6035,323
6045,324
6055,324
6067,324
6077,324
6087,323
6097,324
6109,324
6119,324
6129,324
6139,324
6151,324
6161,324
6171,323
6181,324
6193,324
6203,323
6213,324
6223,325
6234,324
6245,324
6255,325
6265,324
6276,323
6287,324
6297,324
6307,323
6318,324
6329,324
6339,324
6349,324
6360,324
6371,323
6381,323
6391,324
6402,323
6413,324
6423,324
6433,323
6444,324
6455,323
6465,324
6475,323
6486,323
6497,324
6507,324
6517,323
6528,324
6539,323
6549,324
6559,324
6569,323
6581,324
6591,323
6601,323
6611,323
6623,323
6633,323
6643,323
6653,324
6665,323
6675,323
6685,323
6695,324
6707,323
6717,324
6727,324
6737,324
6749,323
6759,324
6769,323
6779,323
6791,323
6801,323
6811,323
6821,323
6833,323
6843,323
6853,323
6863,323
6875,324
6885,323
6895,323
6905,323
6917,323
6927,323
6937,323
6947,323
6959,324
6969,324
6979,323
6989,323
7001,324
7011,323
7021,323
7031,323
7043,323
7053,323
7063,323
7073,323
7085,323
7095,323
7105,323
7115,323
7127,323
7137,323
7147,323
7157,323
7168,323
7179,323
7189,322
7199,323
7209,323
7221,323
7231,323
7241,324
7251,323
7263,323
7273,322
7283,323
7293,323
7305,322
7315,322
7325,323
7335,322
7347,322
7357,322
7367,321
7377,322
7389,321
7399,320
7409,320
7419,319
7431,318
7441,318
7451,317
7461,315
7473,314
7483,311
7493,308
7503,305
7515,300
7525,295
7535,289
7545,284
7557,277
7567,268
7577,257
7587,243
7599,228
7609,215
7619,208
7629,209
7641,210
7651,212
7661,210
7671,206
7683,199
7693,187
7703,175
7713,173
7725,171
7735,172
7745,171
7755,169
7766,169
7777,168
7787,168
7797,167
7808,168
7819,167
7829,167
7839,167
7849,167
7861,168
7871,167
7881,166
7891,167
7903,167
7913,167
7923,168
7933,168
7945,168
7955,168
7965,168
7975,167
7987,167
7997,167
8007,167
8017,167
8029,168
8039,168
8049,167
8059,168
8071,167
8081,168
8091,168
8101,167
8113,168
8123,168
8133,167
8143,168
8155,167
8165,167
8175,168
8185,167
8197,168
8207,168
8217,167
8227,169
8239,167
8249,168
8259,167
8269,168
8281,167
8291,167
8301,167
8311,168
8323,167
8333,168
8343,168
8353,167
8365,168
8375,167
8385,167
8395,167
8407,167
8417,167
8427,168
8437,167
8449,168
8459,170
8469,174
8479,180
8491,187
8501,197
8511,205
8521,215
8532,225
8543,235
8553,244
8563,254
8574,268
8585,280
8595,294
8605,306
8616,314
8627,321
8637,322
8647,322
8658,322
8669,322
8679,323
8689,323
8700,323
8711,324
8721,323
8731,323
8741,324
8753,324
8763,323
8773,324
8783,323
8795,323
8805,323
8815,324
8825,324
8837,323
8847,324
8857,324
8867,324
8879,323
8889,323
8899,323
8909,324
8921,323
8931,324
8941,324
8951,324
8963,324
8973,324
8983,325
8993,323
9005,324
9015,324
9025,324
9035,323
9047,323
9057,324
9067,324
9077,324
9089,324
9099,324
9109,324
9119,323
9131,324
9141,323
9151,324
9161,323
9172,323
9183,323
9193,324
9203,323
9214,324
9225,324
9235,323
9245,324
9256,324
9267,324
9277,324
9287,324
9298,323
9309,323
9319,323
9329,323
9340,324
9351,323
9361,324
9371,324
9382,323
9393,324
9403,323
9413,323
9423,324
9435,323
9445,323
9455,324
9465,323
9477,324
9487,324
9497,324
9507,324
9519,324
9529,324
9539,323
9549,324
9561,324
9571,323
9581,324
9591,323
9603,323
9613,323
9623,324
9633,324
9645,323
9655,324
9665,323
9675,323
9687,324
9697,323
9707,324
9717,323
9729,324
9739,323
9749,323
9759,323
9771,323
9781,323
9791,323
9801,323
9812,323
9823,323
9833,323
9843,323
9854,323
9865,323
9875,324
9885,323
9896,323
9907,323
9917,323
9927,323
9938,323
9949,323
9959,324
9969,324
9980,322
9991,324
10001,322
10011,323
10022,323
10033,323
10043,324
10053,322
10064,323
10075,323
10085,323
10096,323
10106,323
10117,323
10127,323
10138,323
10148,323
10159,323
10170,323
10180,323
10190,323
10202,323
10212,323
10222,323
10232,324
10244,324
10254,322
10264,323
10275,323
10286,322
10296,323
10306,324
10317,323
10328,323
10338,323
10349,323
10359,323
10370,322
10380,323
10391,323
10401,323
10412,323
10423,323
10433,323
10443,323
10454,323
10465,323
10475,323
10485,322
10497,323
10507,323
10517,323
10528,323
10539,323
10549,322
10559,323
10570,322
10580,322
10591,323
10602,322
10612,323
10622,323
10633,322
10644,322
10654,323
10664,322
10676,323
10686,322
10696,322
10706,323
10718,322
10728,322
10738,323
10749,322
10760,323
10770,322
10780,323
10791,322
10802,322
10812,323
10823,323
10833,322
10844,322
10855,322
10865,322
10875,322
10886,322
10897,322
10907,322
10917,322
10929,322
10939,322
10949,321
10959,322
10971,321
10981,321
10991,321
11002,321
11013,321
11023,321
11033,321
11044,321
11055,322
11065,321
11076,320
11086,320
11097,321
11107,320
11118,320
11128,320
11139,320
11150,320
11160,319
11170,320
11182,319
11192,319
11202,319
11212,319
11224,319
11234,318
11244,318
11255,319
11266,318
11276,317
11286,317
11297,316
11308,316
11318,315
11329,315
11339,315
11350,315
11360,315
11371,314
11381,314
11392,314
11403,314
11413,314
11423,314
11435,313
11445,313
11455,313
11465,313
11476,313
11487,313
11497,312
11508,312
11518,312
11529,312
11539,311
11550,311
11560,310
11571,310
11582,308
11592,307
11602,307
11613,306
11624,306
11634,306
11644,305
11656,304
11666,302
11676,301
11686,298
11698,297
11708,297
11718,295
11729,296
11740,296
11750,296
11761,297
11771,297
11782,298
11792,297
11803,297
11813,296
11824,296
11835,295
11845,295
11855,295
11866,294
11877,295
11887,295
11897,293
11909,291
11919,290
11929,288
11939,285
11951,283
11961,280
11971,279
11982,277
11993,275
12003,274
12013,274
12024,273
12035,271
12045,270
12056,269
12066,266
12077,266
12088,265
12098,264
12108,264
12119,263
12130,263
12140,262
12150,262
12162,262
12172,263
12182,263
12192,262
12204,260
12214,257
12224,255
12235,251
12246,247
12256,243
12266,238
12277,235
12288,232
12298,230
12309,230
12319,230
12329,230
12340,230
12351,230
12361,230
12371,230
12383,228
12393,229
12403,227
12414,226
12425,227
12435,227
12445,228
12456,229
12467,228
12477,227
12488,226
12498,225
12509,222
12519,220
12530,218
12540,217
12551,219
12562,221
12572,223
12582,225
12593,226
12604,227
12614,227
12624,228
12636,228
12646,231
12656,237
12666,244
12678,254
12688,263
12698,272
12709,279
12720,288
12730,293
12741,301
12751,306
12762,310
12772,310
12783,310
12793,311
12804,311
12815,312
12825,314
12835,315
12846,316
12857,317
12867,318
12877,318
12889,319
12899,319
12909,320
12919,320
12931,320
12941,320
12951,320
12962,320
12973,320
12983,320
12994,321
13004,321
13015,321
13025,321
13036,321
13046,320
13057,321
13068,320
13078,320
13088,320
13099,320
13110,321
13120,320
13130,320
13142,320
13152,320
13162,320
13172,321
13184,321
13194,321
13204,320
13215,321
13225,320
13236,321
13246,321
13257,321
13267,321
13278,321
13289,321
13299,320
13309,321
13321,321
13331,321
13341,321
13351,320
13363,321
13373,321
13383,320
13394,321
13405,320
13415,321
13425,320
13436,321
13447,320
13457,320
13468,320
13478,320
13489,320
13499,320
13510,321
13520,321
13531,320
13542,321
13552,320
13562,320
13573,320
13584,320
13594,320
13604,320
13616,320
13626,320
13636,320
13647,320
13658,320
13668,320
13678,320
13689,320
13700,320
13710,320
13721,320
13731,320
13742,320
13752,321
13763,320
13773,320
13784,321
13795,320
13805,320
13815,320
13826,320
13837,320
13847,320
13857,320
13869,319
13879,319
13889,319
13900,320
13911,320
13921,320
13931,320
13942,319
13953,320
13963,320
13974,320
13984,320
13995,319
14005,320
14016,319
14026,320
14036,320
14048,319
14058,319
14068,319
14078,319
14090,320
14100,319
14110,319
14121,320
14132,320
14142,318
14152,319
14163,319
14174,320
14184,319
14195,319
14205,319
14216,319
14227,319
14237,320
14247,318
14258,319
14269,320
14279,319
14289,320
14301,318
14311,318
14321,319
14331,319
14343,319
14353,318
14363,318
14374,318
14385,319
14395,318
14405,319
14416,318
14427,318
14437,318
14448,318
14458,318
14469,318
14480,318
14490,317
14500,318
14511,318
14522,318
14532,319
14542,319
14554,318
14564,318
14574,318
14584,318
14596,318
14606,318
14616,318
14627,317
14638,318
14648,318
14658,317
14669,318
14680,317
14690,317
14701,317
14711,317
14722,317
14732,317
14743,317
14753,318
14764,317
14775,318
14785,317
14795,316
14807,317
14817,316
14827,317
14837,317
14849,317
14859,316
14869,317
14880,316
14891,315
14901,316
14911,315
14922,316
14932,315
14943,315
14954,316
14964,315
14974,315
14985,315
14996,315
15006,315
15016,316
15028,314
15038,314
15048,314
15059,314
15070,314
15080,313
15090,313
15101,313
15112,313
15122,313
15133,312
15143,312
15154,312
15164,311
15175,312
15185,312
15196,312
15207,311
15217,311
15227,311
15239,312
15249,311
15259,311
15269,311
15281,311
15291,311
15301,310
15312,310
15323,310
15333,309
15343,310
