time_ms,adc
100,0.43
300,0.43
500,0.43
701,0.43
902,0.43
1102,0.43
1303,0.43
1504,0.43
1704,0.43
1905,0.43
2106,0.43
2307,0.43
2507,0.43
2708,0.43
2908,0.43
3108,0.43
3309,0.43
3510,0.43
3710,0.43
3911,0.43
4112,0.43
4313,0.43
4513,0.43
4714,0.43
4915,0.43
5115,0.43
5316,0.43
5517,0.43
5718,0.43
5918,0.43
6119,0.43
6319,0.43
6519,0.43
6720,0.44
6921,0.44
7121,0.44
7322,0.44
7523,0.44
7724,0.44
7924,0.44
8125,0.44
8326,0.44
8526,0.44
8727,0.44
8928,0.44
9128,0.44
9329,0.44
9530,0.44
9730,0.44
9930,0.44
10131,0.44
10332,0.44
10532,0.44
10733,0.43
10934,0.43
11134,0.43
11335,0.43
11536,0.43
11737,0.43
11937,0.43
12138,0.43
12339,0.43
12539,0.43
12740,0.43
12941,0.43
13142,0.43
13342,0.43
13543,0.43
13744,0.43
13944,0.43
14145,0.43
14346,0.43
14546,0.43
14747,0.43
14948,0.43
15149,0.43
15349,0.43
15550,0.43
15751,0.43
15951,0.43
16152,0.43
16353,0.43
16553,0.43
16754,0.43
16955,0.43
17156,0.43
