time_ms,adc
504,1.07
505,1.07
507,1.07
509,1.08
510,1.07
513,1.08
514,1.08
516,1.07
517,1.07
519,1.07
521,1.08
522,1.07
524,1.07
525,1.07
527,1.07
528,1.08
530,1.08
532,1.07
533,1.07
535,1.07
536,1.08
538,1.08
539,1.07
541,1.08
542,1.07
544,1.08
546,1.08
547,1.08
549,1.07
550,1.07
552,1.07
553,1.07
556,1.08
558,1.08
559,1.07
561,1.07
562,1.08
564,1.08
565,1.08
567,1.08
568,1.07
570,1.07
572,1.07
573,1.08
575,1.08
576,1.07
578,1.08
579,1.08
581,1.08
583,1.08
584,1.08
586,1.08
587,1.07
589,1.07
590,1.07
592,1.07
593,1.08
595,1.08
598,1.08
599,1.08
601,1.07
602,1.08
604,1.07
605,1.08
607,1.08
609,1.07
610,1.08
612,1.08
613,1.08
615,1.08
616,1.07
618,1.08
619,1.07
621,1.08
623,1.07
624,1.07
626,1.07
627,1.08
629,1.08
630,1.08
632,1.07
634,1.07
635,1.07
637,1.07
638,1.08
641,1.08
642,1.07
644,1.07
646,1.07
647,1.08
649,1.08
650,1.08
652,1.08
653,1.08
655,1.08
656,1.07
658,1.07
660,1.07
661,1.08
663,1.07
664,1.08
666,1.07
667,1.08
669,1.07
671,1.07
672,1.08
674,1.07
675,1.08
677,1.07
678,1.08
680,1.08
681,1.08
684,1.08
686,1.08
687,1.07
689,1.07
690,1.07
692,1.08
693,1.07
695,1.08
697,1.08
698,1.08
700,1.08
701,1.07
703,1.07
704,1.08
706,1.08
707,1.07
709,1.08
711,1.08
712,1.08
714,1.07
715,1.08
717,1.07
718,1.07
720,1.08
722,1.07
723,1.07
726,1.08
727,1.07
729,1.08
730,1.08
732,1.08
733,1.08
735,1.07
737,1.08
738,1.08
740,1.07
741,1.08
743,1.07
744,1.08
746,1.07
748,1.08
749,1.08
751,1.07
752,1.07
754,1.07
755,1.07
757,1.08
758,1.07
760,1.08
762,1.08
763,1.08
765,1.08
766,1.08
769,1.08
770,1.07
772,1.08
774,1.08
775,1.08
777,1.07
778,1.08
780,1.08
781,1.08
783,1.08
784,1.07
786,1.08
788,1.08
789,1.07
791,1.07
792,1.08
794,1.08
795,1.07
797,1.08
799,1.08
800,1.07
802,1.07
803,1.07
805,1.08
806,1.08
808,1.07
809,1.08
812,1.07
814,1.08
815,1.08
817,1.07
818,1.08
820,1.07
821,1.07
823,1.08
825,1.08
826,1.08
828,1.07
829,1.08
831,1.08
832,1.07
834,1.07
835,1.08
837,1.08
839,1.07
840,1.07
842,1.07
843,1.08
845,1.08
846,1.08
848,1.08
850,1.08
851,1.08
854,1.07
855,1.08
857,1.07
858,1.07
860,1.08
861,1.07
863,1.08
865,1.08
866,1.08
868,1.08
869,1.08
871,1.08
872,1.07
874,1.07
876,1.07
877,1.08
879,1.08
880,1.08
882,1.08
883,1.07
885,1.07
886,1.08
888,1.08
890,1.07
891,1.08
893,1.07
894,1.08
897,1.08
898,1.08
900,1.08
902,1.07
903,1.08
905,1.08
906,1.07
908,1.08
909,1.07
911,1.08
913,1.08
914,1.08
916,1.08
917,1.08
919,1.07
920,1.07
922,1.08
923,1.08
925,1.08
927,1.07
928,1.08
930,1.08
931,1.08
933,1.08
934,1.07
936,1.07
939,1.07
940,1.07
942,1.08
943,1.08
945,1.08
946,1.07
948,1.08
949,1.07
951,1.08
953,1.07
954,1.08
956,1.08
957,1.08
959,1.07
960,1.07
962,1.08
964,1.08
965,1.07
967,1.07
968,1.08
970,1.08
971,1.07
973,1.07
974,1.07
976,1.08
978,1.08
979,1.08
982,1.07
983,1.07
985,1.07
986,1.07
988,1.07
990,1.07
991,1.08
993,1.07
994,1.07
996,1.08
997,1.08
999,1.08
1000,1.07
1002,1.08
1004,1.07
1005,1.07
1007,1.08
1009,1.07
1010,1.07
1012,1.08
1013,1.08
1015,1.08
1017,1.07
1018,1.08
1020,1.07
1021,1.07
1024,1.08
1026,1.08
1027,1.07
1029,1.08
1030,1.07
1032,1.08
1034,1.08
1035,1.08
1037,1.08
1038,1.07
1040,1.08
1042,1.07
1043,1.08
1045,1.08
1046,1.07
1048,1.08
1050,1.07
1051,1.07
1053,1.07
1054,1.07
1056,1.08
1058,1.07
1059,1.07
1061,1.07
1062,1.07
1064,1.08
1067,1.07
1068,1.08
1070,1.07
1072,1.07
1073,1.08
1075,1.07
1076,1.07
1078,1.08
1080,1.07
1081,1.08
1083,1.07
1084,1.07
1086,1.08
1088,1.07
1089,1.08
1091,1.07
1092,1.07
1094,1.08
1096,1.08
1097,1.08
1099,1.07
1100,1.08
1102,1.07
1104,1.08
1105,1.07
1107,1.07
1108,1.07
1111,1.07
1113,1.08
1114,1.08
1116,1.07
1117,1.07
1119,1.07
1121,1.08
1122,1.08
1124,1.07
1126,1.08
1127,1.08
1129,1.07
1130,1.08
1132,1.07
1134,1.08
1135,1.07
1137,1.07
1138,1.07
1140,1.07
1142,1.08
1143,1.08
1145,1.08
1146,1.08
1148,1.08
1150,1.08
1152,1.07
1154,1.07
1155,1.07
1157,1.07
1159,1.08
1160,1.08
1162,1.08
1163,1.08
1165,1.07
1167,1.08
1168,1.07
1170,1.08
1171,1.07
1173,1.07
1175,1.08
1176,1.07
1178,1.08
1179,1.07
1181,1.08
1183,1.08
1184,1.07
1186,1.07
1188,1.08
1189,1.07
1191,1.08
1192,1.07
1195,1.08
1197,1.08
1198,1.08
1200,1.08
1201,1.07
1203,1.08
1205,1.07
1206,1.07
1208,1.08
1209,1.07
1211,1.08
1213,1.07
1214,1.08
1216,1.08
1217,1.07
1219,1.07
1221,1.08
1222,1.07
1224,1.08
1225,1.08
1227,1.08
1229,1.07
1230,1.07
1232,1.08
1233,1.08
1235,1.08
1238,1.07
1239,1.08
1241,1.08
1243,1.07
1244,1.08
1246,1.07
1247,1.08
1249,1.08
1251,1.07
1252,1.08
1254,1.08
1255,1.07
1257,1.08
1259,1.07
1260,1.07
1262,1.08
1263,1.08
1265,1.08
1267,1.07
1268,1.07
1270,1.07
1271,1.07
1273,1.07
1275,1.07
1276,1.07
1278,1.08
1280,1.07
1282,1.08
1284,1.08
1285,1.07
1287,1.08
1288,1.08
1290,1.07
1292,1.07
1293,1.07
1295,1.08
1296,1.08
1298,1.08
1300,1.08
1301,1.07
1303,1.07
1305,1.07
1306,1.07
1308,1.08
1309,1.08
1311,1.08
1313,1.08
1314,1.08
1316,1.08
1317,1.08
1319,1.08
1321,1.07
1323,1.07
1325,1.07
1326,1.08
1328,1.08
1330,1.07
1331,1.08
1333,1.08
1334,1.08
1336,1.07
1338,1.07
1339,1.07
1341,1.07
1342,1.08
1344,1.08
1346,1.08
1347,1.08
1349,1.08
1350,1.08
1352,1.08
1354,1.07
1355,1.07
1357,1.08
1359,1.07
1360,1.07
1362,1.08
1363,1.08
1366,1.08
1368,1.08
1369,1.07
1371,1.07
1372,1.07
1374,1.07
1376,1.08
1377,1.08
1379,1.08
1380,1.07
1382,1.07
1384,1.08
1385,1.08
1387,1.07
1388,1.08
1390,1.07
1392,1.08
1393,1.08
1395,1.07
1396,1.07
1398,1.08
1400,1.08
1401,1.07
1403,1.07
1404,1.08
1406,1.07
1409,1.08
1410,1.07
1412,1.08
1413,1.08
1415,1.07
1417,1.08
1418,1.08
1420,1.07
1422,1.07
1423,1.07
1425,1.08
1426,1.08
1428,1.08
1430,1.08
1431,1.07
1433,1.08
1434,1.07
1436,1.07
1438,1.07
1439,1.07
1441,1.08
1442,1.07
1444,1.08
1446,1.08
1447,1.07
1449,1.08
1451,1.08
1453,1.07
1455,1.07
1456,1.07
1458,1.08
1459,1.07
1461,1.08
1463,1.08
1464,1.07
1466,1.08
1467,1.07
1469,1.07
1471,1.07
1472,1.08
1474,1.08
1476,1.07
1477,1.08
1479,1.08
1480,1.07
1482,1.08
1484,1.08
1485,1.07
1487,1.07
1488,1.07
1490,1.07
1492,1.07
1494,1.08
1496,1.08
1497,1.08
1499,1.08
1501,1.07
1502,1.08
1504,1.08
1505,1.08
1507,1.08
1509,1.07
1510,1.08
1512,1.07
1513,1.08
1515,1.08
1517,1.08
1518,1.08
1520,1.07
1521,1.07
1523,1.07
1525,1.07
1526,1.08
1528,1.07
1529,1.08
1531,1.08
1533,1.07
1534,1.08
1537,1.07
1539,1.08
1540,1.08
1542,1.07
1543,1.08
1545,1.08
1547,1.07
1548,1.08
1550,1.07
1551,1.08
1553,1.07
1555,1.08
1556,1.08
1558,1.07
1559,1.08
1561,1.08
1563,1.07
1564,1.08
1566,1.08
1567,1.08
1569,1.07
1571,1.08
1572,1.08
1574,1.07
1575,1.08
1577,1.08
1580,1.08
1581,1.07
1583,1.08
1584,1.08
1586,1.07
1588,1.07
1589,1.07
1591,1.07
1593,1.08
1594,1.08
1596,1.08
1597,1.08
1599,1.07
1601,1.08
1602,1.07
1604,1.08
1605,1.08
1607,1.07
1609,1.08
1610,1.07
1612,1.08
1613,1.07
1615,1.08
1617,1.08
1618,1.07
1620,1.07
1622,1.07
1624,1.07
1626,1.08
1627,1.08
1629,1.08
1630,1.08
1632,1.08
1634,1.08
1635,1.07
1637,1.08
1638,1.08
1640,1.07
1642,1.08
1643,1.07
1645,1.08
1646,1.08
1648,1.08
1650,1.08
1651,1.07
1653,1.08
1655,1.07
1656,1.07
1658,1.08
1659,1.08
1661,1.07
1664,1.07
1665,1.08
1667,1.08
1668,1.07
1670,1.07
1672,1.07
1673,1.07
1675,1.07
1676,1.07
1678,1.08
1680,1.08
1681,1.08
1683,1.07
1684,1.08
1686,1.08
1688,1.08
1689,1.08
1691,1.08
1692,1.08
1694,1.08
1696,1.08
1697,1.08
1699,1.07
1700,1.07
1702,1.08
1704,1.08
1705,1.07
1708,1.07
1709,1.08
1711,1.08
1713,1.07
1714,1.08
1716,1.07
1718,1.07
1719,1.08
1721,1.08
1722,1.08
1724,1.07
1726,1.08
1727,1.08
1729,1.08
1730,1.08
1732,1.08
1734,1.07
1735,1.08
1737,1.08
1738,1.08
1740,1.08
1742,1.08
1743,1.08
1745,1.07
1746,1.08
1748,1.08
1751,1.08
1752,1.08
1754,1.07
1755,1.07
1757,1.07
1759,1.08
1760,1.08
1762,1.08
1763,1.08
1765,1.08
1767,1.07
1768,1.08
1770,1.08
1772,1.08
1773,1.07
1775,1.07
1776,1.08
1778,1.08
1780,1.08
1781,1.07
1783,1.07
1784,1.08
1786,1.07
1788,1.08
1789,1.08
1792,1.08
1793,1.08
1795,1.08
1797,1.08
1798,1.08
1800,1.08
1801,1.08
1803,1.08
1805,1.07
1806,1.07
1808,1.07
1809,1.08
1811,1.08
1813,1.07
1814,1.08
1816,1.07
1817,1.08
1819,1.07
1821,1.07
1822,1.08
1824,1.08
1825,1.08
1827,1.07
1829,1.08
1830,1.08
1832,1.07
1835,1.08
1836,1.08
1838,1.07
1839,1.07
1841,1.07
1843,1.08
1844,1.08
1846,1.07
1847,1.08
1849,1.07
1851,1.07
1852,1.07
1854,1.07
1855,1.07
1857,1.08
1859,1.07
1860,1.07
1862,1.08
1863,1.08
1865,1.08
1867,1.08
1868,1.07
1870,1.07
1871,1.07
1873,1.07
1875,1.08
1876,1.08
1879,1.08
1880,1.08
1882,1.08
1884,1.07
1885,1.07
1887,1.08
1889,1.08
1890,1.08
1892,1.08
1893,1.08
1895,1.08
1897,1.08
1898,1.08
1900,1.08
1901,1.08
1903,1.08
1905,1.07
1906,1.07
1908,1.08
1909,1.08
1911,1.08
1913,1.08
1914,1.08
1916,1.07
1917,1.08
1920,1.08
1922,1.07
1923,1.08
1925,1.07
1926,1.08
1928,1.08
1930,1.07
1931,1.08
1933,1.08
1934,1.08
1936,1.08
1938,1.08
1939,1.07
1941,1.07
1942,1.07
1944,1.08
1946,1.08
1947,1.07
1949,1.07
1951,1.07
1952,1.08
1954,1.07
1955,1.08
1957,1.08
1959,1.07
1960,1.08
1963,1.07
1964,1.08
1966,1.08
1968,1.08
1969,1.08
1971,1.08
1972,1.07
1974,1.08
1976,1.07
1977,1.08
1979,1.08
1980,1.08
1982,1.07
1984,1.07
1985,1.08
1987,1.07
1988,1.08
1990,1.07
1992,1.07
1993,1.08
1995,1.08
1996,1.08
1998,1.08
2000,1.08
2001,1.08
2003,1.07
2006,1.08
2007,1.07
2009,1.07
2010,1.08
2012,1.07
2014,1.08
2015,1.07
2017,1.08
2018,1.08
2020,1.07
2022,1.08
2023,1.07
2025,1.08
2026,1.08
2028,1.08
2030,1.08
2031,1.08
2033,1.07
2034,1.07
2036,1.08
2038,1.07
2039,1.07
2041,1.07
2042,1.08
2044,1.08
2046,1.07
2048,1.07
2050,1.08
2051,1.07
2053,1.07
2055,1.08
2056,1.07
2058,1.07
2059,1.08
2061,1.08
2063,1.08
2064,1.08
2066,1.07
2068,1.08
2069,1.07
2071,1.08
2072,1.07
2074,1.07
2076,1.08
2077,1.08
2079,1.08
2080,1.08
2082,1.07
2084,1.07
2085,1.08
2087,1.08
2088,1.07
2091,1.08
2093,1.07
2094,1.08
2096,1.08
2097,1.08
2099,1.08
2101,1.07
2102,1.08
2104,1.08
2105,1.08
2107,1.08
2109,1.07
2110,1.07
2112,1.08
2113,1.07
2115,1.07
2117,1.07
2118,1.07
2120,1.08
2122,1.07
2123,1.08
2125,1.08
2126,1.07
2128,1.08
2130,1.08
2131,1.08
2134,1.07
2135,1.08
2137,1.08
2139,1.07
2140,1.07
2142,1.08
2143,1.08
2145,1.08
2147,1.08
2148,1.07
2150,1.07
2151,1.08
2153,1.08
2155,1.07
2156,1.07
2158,1.07
2159,1.07
2161,1.08
2163,1.08
2164,1.08
2166,1.08
2167,1.07
2169,1.08
2171,1.07
2172,1.07
2174,1.08
2176,1.08
2178,1.08
2180,1.08
2181,1.08
2183,1.07
2185,1.08
2186,1.08
2188,1.08
2189,1.07
2191,1.07
2193,1.07
2194,1.08
2196,1.07
2197,1.08
2199,1.07
2201,1.07
2202,1.08
2204,1.08
2205,1.08
2207,1.08
2209,1.08
2210,1.08
2212,1.08
2213,1.07
2215,1.08
2217,1.07
2219,1.08
2221,1.07
2222,1.07
2224,1.07
2226,1.07
2227,1.08
2229,1.08
2230,1.07
2232,1.07
2234,1.07
2235,1.07
2237,1.07
2239,1.07
2240,1.08
2242,1.07
2243,1.08
2245,1.08
2247,1.08
2248,1.08
2250,1.08
2251,1.07
2253,1.07
2255,1.08
2256,1.07
2258,1.07
2259,1.08
2262,1.08
2264,1.08
2265,1.08
2267,1.07
2268,1.07
2270,1.08
2272,1.08
2273,1.08
2275,1.07
2276,1.07
2278,1.08
2280,1.08
2281,1.08
2283,1.07
2284,1.07
2286,1.07
2288,1.08
2289,1.07
2291,1.07
2292,1.08
2294,1.07
2296,1.08
2297,1.07
2299,1.08
2301,1.08
2302,1.07
2305,1.08
2306,1.08
2308,1.08
2310,1.08
2311,1.08
2313,1.08
2314,1.07
2316,1.07
2318,1.07
2319,1.08
2321,1.08
2322,1.07
2324,1.07
2326,1.07
2327,1.07
2329,1.08
2330,1.08
2332,1.07
2334,1.07
2335,1.07
2337,1.08
2338,1.08
2340,1.07
2342,1.07
2343,1.07
2345,1.08
2347,1.07
2349,1.07
2351,1.07
2352,1.07
2354,1.08
2356,1.07
2357,1.07
2359,1.08
2360,1.07
2362,1.08
2364,1.07
2365,1.08
2367,1.08
2368,1.07
2370,1.08
2372,1.08
2373,1.07
2375,1.08
2376,1.08
2378,1.08
2380,1.08
2381,1.08
2383,1.07
2384,1.08
2386,1.08
2388,1.07
2390,1.07
2392,1.07
2393,1.08
2395,1.08
2397,1.08
2398,1.07
2400,1.07
2401,1.07
2403,1.08
2405,1.08
2406,1.07
2408,1.07
2409,1.08
2411,1.08
2413,1.08
2414,1.07
2416,1.07
2418,1.07
2419,1.07
2421,1.07
2422,1.08
2424,1.07
2426,1.08
2427,1.08
2429,1.08
2430,1.07
2433,1.07
2435,1.07
2436,1.07
2438,1.08
2439,1.08
2441,1.07
2443,1.07
2444,1.07
2446,1.07
2447,1.08
2449,1.07
2451,1.07
2452,1.07
2454,1.07
2455,1.08
2457,1.07
2459,1.07
2460,1.08
2462,1.08
2463,1.08
2465,1.07
2467,1.07
2468,1.08
2470,1.08
2472,1.08
2473,1.08
2476,1.08
2477,1.08
2479,1.08
2481,1.08
2482,1.08
2484,1.07
2485,1.07
2487,1.07
2489,1.08
2490,1.07
2492,1.07
2493,1.08
2495,1.08
2497,1.08
2498,1.08
2500,1.08
2501,1.08
2503,1.07
2505,1.08
2506,1.07
2508,1.08
2509,1.08
2511,1.08
2513,1.08
2514,1.08
2516,1.08
2518,1.07
2520,1.07
2522,1.08
2523,1.07
2525,1.08
2526,1.08
2528,1.07
2530,1.08
2531,1.07
2533,1.08
2535,1.07
2536,1.08
2538,1.07
2539,1.07
2541,1.07
2543,1.07
2544,1.07
2546,1.08
2547,1.08
2549,1.07
2551,1.07
2552,1.07
2554,1.08
2555,1.07
2557,1.07
2560,1.08
2561,1.08
2563,1.08
2564,1.07
2566,1.08
2568,1.08
2569,1.08
2571,1.08
2572,1.07
2574,1.08
2576,1.08
2577,1.08
2579,1.08
2580,1.08
2582,1.07
2584,1.07
2585,1.07
2587,1.08
2589,1.07
2590,1.07
2592,1.08
2593,1.08
2595,1.08
2597,1.07
2598,1.07
2600,1.08
2601,1.08
2604,1.07
2606,1.08
2607,1.07
2609,1.07
2610,1.07
2612,1.08
2614,1.08
2615,1.08
2617,1.07
2618,1.08
2620,1.07
2622,1.07
2623,1.08
2625,1.07
2626,1.07
2628,1.07
2630,1.08
2631,1.08
2633,1.07
2634,1.07
2636,1.07
2638,1.07
2639,1.08
2641,1.07
2642,1.07
2644,1.07
2647,1.08
2648,1.08
2650,1.07
2652,1.07
2653,1.07
2655,1.07
2656,1.07
2658,1.08
2660,1.07
2661,1.07
2663,1.07
2664,1.07
2666,1.07
2668,1.07
2669,1.07
2671,1.07
2672,1.08
2674,1.08
2676,1.07
2677,1.08
2679,1.08
2680,1.08
2682,1.07
2684,1.07
2685,1.07
2688,1.07
2689,1.07
2691,1.07
2693,1.07
2694,1.07
2696,1.07
2697,1.08
2699,1.07
2701,1.07
2702,1.07
2704,1.07
2706,1.08
2707,1.07
2709,1.07
2710,1.07
2712,1.08
2714,1.08
2715,1.08
2717,1.07
2718,1.07
2720,1.07
2722,1.08
2723,1.07
2725,1.07
2726,1.07
2728,1.07
2731,1.08
2732,1.07
2734,1.07
2735,1.07
2737,1.07
2739,1.08
2740,1.07
2742,1.07
2743,1.07
2745,1.08
2747,1.08
2748,1.07
2750,1.07
2751,1.07
2753,1.07
2755,1.08
2756,1.07
2758,1.07
2759,1.07
2761,1.07
2763,1.08
2764,1.07
2766,1.07
2768,1.07
2769,1.07
2771,1.07
2772,1.07
2775,1.07
2777,1.07
2778,1.08
2780,1.08
2781,1.07
2783,1.07
2785,1.07
2786,1.07
2788,1.07
2789,1.07
2791,1.07
2793,1.07
2794,1.07
2796,1.08
2797,1.07
2799,1.07
2801,1.07
2802,1.07
2804,1.07
2805,1.07
2807,1.07
2809,1.07
2810,1.08
2812,1.07
2813,1.07
2816,1.08
2818,1.07
2819,1.08
2821,1.07
2823,1.08
2824,1.08
2826,1.07
2827,1.07
2829,1.07
2831,1.07
2832,1.08
2834,1.07
2835,1.07
2837,1.07
2839,1.07
2840,1.08
2842,1.07
2843,1.08
2845,1.07
2847,1.07
2848,1.08
2850,1.07
2851,1.07
2853,1.07
2855,1.07
2856,1.08
2859,1.07
2860,1.07
2862,1.07
2864,1.07
2865,1.08
2867,1.08
2868,1.07
2870,1.07
2872,1.07
2873,1.08
2875,1.08
2876,1.08
2878,1.07
2880,1.07
2881,1.08
2883,1.07
2885,1.07
2886,1.07
2888,1.07
2889,1.08
2891,1.07
2893,1.07
2894,1.07
2896,1.08
2897,1.08
2899,1.07
2902,1.07
2903,1.07
2905,1.07
2906,1.08
2908,1.07
2910,1.08
2911,1.08
2913,1.07
2914,1.07
2916,1.07
2918,1.07
2919,1.07
2921,1.07
2922,1.08
2924,1.07
2926,1.08
2927,1.07
2929,1.08
2930,1.08
2932,1.07
2934,1.07
2935,1.07
2937,1.07
2939,1.08
2940,1.08
2942,1.08
2944,1.07
2946,1.07
2948,1.08
2949,1.07
2951,1.07
2952,1.07
2954,1.07
2956,1.07
2957,1.07
2959,1.07
2960,1.07
2962,1.07
2964,1.08
2965,1.08
2967,1.07
2968,1.07
2970,1.07
2972,1.08
2973,1.07
2975,1.07
2976,1.07
2978,1.07
2980,1.07
2981,1.07
2983,1.07
2984,1.07
2987,1.07
2989,1.07
2990,1.07
2992,1.08
2993,1.07
2995,1.08
2997,1.08
2998,1.08
3000,1.07
3002,1.07
3003,1.07
3005,1.07
3006,1.07
3008,1.08
3010,1.07
3011,1.07
3013,1.08
3014,1.07
3016,1.07
3018,1.07
3019,1.07
3021,1.08
3022,1.07
3024,1.08
3026,1.07
3027,1.08
3030,1.07
3031,1.08
3033,1.08
3035,1.07
3036,1.07
3038,1.07
3039,1.07
3041,1.08
3043,1.07
3044,1.07
3046,1.07
3047,1.07
3049,1.07
3051,1.07
3052,1.07
3054,1.07
3056,1.07
3057,1.08
3059,1.07
3060,1.07
3062,1.08
3064,1.08
3065,1.08
3067,1.07
3068,1.07
3070,1.07
3073,1.07
3074,1.08
3076,1.07
3077,1.07
3079,1.07
3081,1.07
3082,1.08
3084,1.07
3085,1.07
3087,1.07
3089,1.07
3090,1.08
3092,1.07
3093,1.07
3095,1.08
3097,1.08
3098,1.08
3100,1.07
3101,1.07
3103,1.07
3105,1.07
3106,1.08
3108,1.07
3109,1.08
3111,1.07
3113,1.07
3115,1.08
3117,1.07
3119,1.07
3120,1.08
3122,1.07
3123,1.08
3125,1.08
3127,1.07
3128,1.08
3130,1.08
3131,1.08
3133,1.07
3135,1.07
3136,1.07
3138,1.07
3139,1.08
3141,1.07
3143,1.08
3144,1.07
3146,1.07
3147,1.08
3149,1.07
3151,1.07
3152,1.07
3154,1.07
3155,1.07
3158,1.07
3160,1.07
3161,1.08
3163,1.08
3164,1.08
3166,1.07
3168,1.07
3169,1.07
3171,1.07
3173,1.07
3174,1.07
3176,1.07
3177,1.07
3179,1.07
3181,1.07
3182,1.07
3184,1.08
3185,1.07
3187,1.07
3189,1.07
3190,1.07
3192,1.08
3193,1.08
3195,1.08
3197,1.08
3198,1.07
3201,1.08
3202,1.07
3204,1.07
3206,1.07
3207,1.07
3209,1.08
3210,1.07
3212,1.08
3214,1.07
3215,1.07
3217,1.08
3218,1.07
3220,1.07
3222,1.07
3223,1.07
3225,1.08
3226,1.08
3228,1.08
3230,1.07
3231,1.07
3233,1.08
3235,1.07
3236,1.07
3238,1.07
3239,1.07
3241,1.08
3244,1.07
3245,1.07
3247,1.07
3248,1.07
3250,1.08
3252,1.07
3253,1.07
3255,1.07
3256,1.07
3258,1.08
3260,1.08
3261,1.07
3263,1.07
3264,1.07
3266,1.08
3268,1.07
3269,1.07
3271,1.07
3272,1.07
3274,1.08
3276,1.07
3277,1.07
3279,1.07
3280,1.07
3282,1.08
3284,1.07
3286,1.07
3288,1.07
3290,1.07
3291,1.08
3293,1.08
3294,1.07
3296,1.07
3298,1.07
3299,1.08
3301,1.07
3302,1.07
3304,1.07
3306,1.08
3307,1.07
3309,1.07
3310,1.07
3312,1.08
3314,1.07
3315,1.08
3317,1.07
3318,1.07
3320,1.07
3322,1.07
3323,1.07
3325,1.08
3326,1.08
3329,1.08
3331,1.08
3332,1.08
3334,1.07
3335,1.07
3337,1.07
3339,1.07
3340,1.08
3342,1.07
3343,1.08
3345,1.08
3347,1.07
3348,1.08
3350,1.07
3352,1.07
3353,1.08
3355,1.07
3356,1.07
3358,1.08
3360,1.08
3361,1.07
3363,1.07
3364,1.07
3366,1.07
3368,1.07
3369,1.08
3372,1.07
3373,1.08
3375,1.08
3377,1.08
3378,1.08
3380,1.07
3381,1.08
3383,1.07
3385,1.07
3386,1.07
3388,1.07
3389,1.07
3391,1.07
3393,1.08
3394,1.07
3396,1.07
3397,1.07
3399,1.07
3401,1.07
3402,1.07
3404,1.07
3406,1.07
3407,1.07
3409,1.07
3410,1.08
3412,1.07
3415,1.08
3416,1.07
3418,1.07
3419,1.07
3421,1.07
3423,1.07
3424,1.08
3426,1.08
3427,1.07
3429,1.07
3431,1.08
3432,1.07
3434,1.08
3435,1.08
3437,1.07
3439,1.07
3440,1.07
3442,1.08
3443,1.08
3445,1.07
3447,1.08
3448,1.07
3450,1.07
3451,1.07
3453,1.07
3456,1.08
3457,1.07
3459,1.07
3460,1.08
3462,1.08
3464,1.08
3465,1.07
3467,1.08
3469,1.08
3470,1.07
3472,1.08
3473,1.07
3475,1.08
3477,1.07
3478,1.08
3480,1.08
3481,1.08
3483,1.08
3485,1.07
3486,1.07
3488,1.08
3489,1.08
