time_ms,adc
9916,333
9927,333
9937,333
9948,333
9958,333
9969,333
9979,333
9990,333
10000,333
10011,333
10021,333
10032,334
10043,333
10053,334
10063,334
10074,334
10085,333
10095,333
10105,333
10117,333
10127,333
10137,333
10147,333
10159,333
10169,333
10179,333
10190,333
10201,334
10211,333
10222,334
10232,333
10243,333
10253,333
10264,333
10274,333
10285,333
10296,333
10306,334
10316,333
10327,334
10338,334
10348,334
10358,333
10370,333
10380,333
10390,333
10400,333
10412,333
10422,333
10432,333
10443,334
10454,333
10464,334
10475,333
10485,333
10496,333
10506,333
10517,333
10527,333
10537,333
10549,334
10559,333
10569,333
10579,333
10591,333
10601,333
10611,334
10622,334
10633,334
10643,333
10653,334
10664,333
10675,333
10685,333
10696,333
10706,333
10717,334
10727,333
10738,333
10748,334
10759,333
10770,333
10780,334
10790,333
10802,333
10812,333
10822,333
10832,334
10844,334
10854,334
10864,333
10875,333
10886,334
10896,334
10906,334
10917,334
10928,334
10938,333
10949,333
10959,333
10970,333
10980,334
10991,333
11001,333
11012,333
11023,334
11033,333
11043,333
11054,334
11065,333
11075,333
11085,333
11097,334
11107,333
11117,333
11128,334
11139,333
11149,334
11159,333
11170,334
11181,334
11191,333
11202,334
11212,333
11223,334
11233,333
11244,333
11254,333
11265,334
11276,333
11286,333
11296,333
11307,333
11318,333
11328,334
11338,334
11350,334
11360,333
11370,333
11380,333
11392,334
11402,333
11412,334
11423,333
11433,333
11444,334
11455,333
11465,333
11475,334
11486,333
11497,334
11507,333
11517,333
11529,334
11539,333
11549,333
11559,333
11571,333
11581,334
11591,334
11602,333
11613,334
11623,334
11633,334
11644,333
11655,333
11665,334
11676,333
11686,333
11697,334
11707,334
11718,334
11728,333
11739,333
11750,333
11760,333
11770,333
11782,333
11792,333
11802,333
11812,334
11824,333
11834,334
11844,334
11855,333
11866,333
11876,333
11886,333
11897,333
11908,333
11918,333
11929,333
11939,333
11950,333
11960,333
11971,334
11981,334
11992,334
12003,333
12013,334
12023,333
12034,334
12045,334
12055,334
12065,334
12077,333
12087,333
12097,334
12107,333
12119,334
12129,334
12139,333
12150,333
12161,334
12171,333
12182,334
12192,333
12203,333
12213,333
12224,333
12234,333
12244,334
12256,334
12266,334
12276,333
12286,333
12298,333
12308,333
12318,333
12329,334
12340,333
12350,333
12360,334
12371,333
12382,334
12392,333
12403,333
12413,333
12424,333
12434,333
12445,333
12455,333
12466,333
12477,334
12487,334
12497,333
12509,334
12519,334
12529,334
12539,333
12551,334
12561,334
12571,334
12582,334
12593,334
12603,334
12613,334
12624,333
12635,333
12645,334
12656,333
12666,333
12677,333
12687,334
12698,333
12708,333
12719,333
12730,334
12740,334
12750,334
12761,333
12772,333
12782,334
12792,335
12804,334
12814,334
12824,334
12835,334
12846,334
12856,334
12866,334
12877,334
12888,334
12898,334
12909,334
12919,334
12930,334
12940,333
12951,334
12961,334
12972,334
12983,334
12993,333
13003,334
13014,334
13025,334
13035,334
13045,334
13057,334
13067,335
13077,335
13088,334
13099,335
13109,334
13119,334
13130,334
13140,334
13151,334
13162,334
13172,334
13182,334
13193,334
13204,334
13214,333
13224,334
13236,334
13246,334
13256,334
13266,334
13278,334
13288,334
13298,334
13309,334
13320,333
13330,334
13340,334
13351,335
13362,335
13372,334
13383,334
13393,335
13404,334
13415,334
13425,334
13435,334
13446,334
13457,334
13467,334
13477,334
13489,334
13499,335
13509,334
13519,334
13531,334
13541,334
13551,334
13562,334
13573,333
13583,334
13593,334
13604,334
13615,335
13625,334
13636,334
13646,334
13657,334
13667,334
13678,335
13688,334
13699,334
13710,334
13720,334
13730,334
13741,334
13752,334
13762,334
13772,334
13784,334
13794,334
13804,334
13815,335
13826,334
13836,334
13846,334
13857,334
13868,334
13878,334
13889,335
13899,335
13910,334
13920,335
13931,334
13941,334
13952,334
13963,334
13973,334
13983,334
13993,334
14005,334
14015,334
14025,334
14036,333
14047,334
14057,334
14068,334
14078,334
14089,334
14099,334
14110,334
14120,335
14131,334
14142,334
14152,334
14162,335
14173,335
14184,334
14194,334
14204,334
14216,335
14226,334
14236,334
14246,335
14258,334
14268,334
14278,334
14289,334
14300,334
14310,334
14320,334
14331,334
14342,334
14352,334
14363,334
14373,334
14384,333
14394,334
14405,334
14415,334
14426,335
14437,335
14447,335
14457,334
14469,334
14479,334
14489,334
14499,334
14511,334
14521,334
14531,335
14542,334
14553,334
14563,334
14573,334
14584,334
14595,334
14605,334
14616,334
14626,334
14637,334
14647,334
14658,334
14668,334
14679,334
14690,334
14700,334
14710,335
14721,335
14732,335
14742,335
14752,334
14764,334
14774,334
14784,334
14795,335
14806,334
14816,334
14826,334
14837,334
14848,334
14858,333
14869,333
14879,334
14889,334
14900,334
14911,334
14921,334
14931,334
14943,334
14953,333
14963,334
14973,334
14985,334
14995,335
15005,335
15016,334
15027,334
15037,334
15047,334
15058,334
15069,334
15079,334
15090,334
15100,334
15111,334
15122,334
15132,334
15142,334
15153,334
15164,334
15174,334
15184,334
15196,334
15206,333
15216,334
15226,334
15238,334
15248,334
15258,334
15269,334
15280,334
15290,334
15300,333
15311,334
15322,333
15332,333
15343,333
15353,334
15364,334
15375,334
15385,333
15395,333
15406,333
15417,334
15427,334
15437,334
15449,333
15459,333
15469,333
15479,334
15491,333
15501,334
15511,334
15522,333
15533,334
15543,333
15553,334
15564,334
15575,333
15585,333
15596,334
15606,333
15617,334
15627,333
15638,334
15648,333
15659,334
15670,333
15680,334
15690,333
15702,333
15712,334
15722,333
15732,333
15744,334
15754,333
15764,334
15775,333
15785,333
15796,333
15806,333
15817,333
15827,334
15838,334
15849,334
15859,334
15869,333
15880,334
15891,333
15901,334
15911,333
15923,333
15933,334
15943,333
15953,333
15965,334
15975,334
15985,333
15996,334
16007,333
16017,333
16028,334
16038,334
16049,333
16059,334
16070,333
16080,334
16091,334
16102,333
16112,334
16122,334
16133,333
16144,333
16154,334
16164,333
16176,334
16186,334
16196,334
16206,333
16218,333
16228,333
16238,333
16249,333
16260,334
16270,334
16281,334
16291,333
16302,334
16312,333
16323,334
16333,333
16344,334
16355,334
16365,333
16375,334
16386,333
16397,335
16407,333
16417,333
16429,334
16439,333
16449,333
16459,333
16471,333
16481,334
16491,333
16502,333
16513,333
16523,333
16533,333
16544,333
16555,333
16565,333
16576,333
16586,333
16596,334
16608,333
16618,333
16628,335
16638,334
16650,333
16660,333
16670,334
16681,333
16692,333
16702,333
16712,333
16723,334
16734,333
16744,334
16755,333
16765,333
16776,334
16786,333
16797,333
16807,333
16818,333
16829,333
16839,333
16849,333
16860,333
16871,333
16881,334
16891,333
16903,334
16913,334
16923,333
16934,333
16945,334
16955,333
16965,334
16976,333
16987,333
16997,334
17008,333
17018,333
17029,334
17039,333
17050,333
17060,334
17071,334
17082,333
17092,333
17102,334
17113,333
17124,333
17134,333
17144,334
17156,333
17166,334
17176,335
17186,334
17198,334
17208,333
17218,334
17229,333
17240,333
17250,333
17260,334
17271,334
17282,333
17292,334
17303,333
17313,333
17324,333
17335,333
17345,333
17355,334
17366,334
17377,333
17387,333
17397,334
17409,333
17419,333
17429,334
17439,334
17451,334
17461,335
17471,334
17482,334
17492,334
17503,334
17513,334
17524,333
17534,334
17545,334
17556,333
17566,335
17576,334
17587,334
17598,334
17608,334
17618,334
17630,334
17640,334
17650,334
17661,334
17672,334
17682,334
17692,334
17703,333
17714,334
17724,335
17735,335
17745,334
17756,334
17766,334
17777,334
17787,334
17798,334
17809,334
17819,334
17829,334
17840,334
17851,333
17861,334
17871,334
17883,334
17893,334
17903,333
17913,334
17925,334
17935,334
17945,334
17956,334
17967,334
17977,334
17988,334
17998,334
18009,335
18019,334
18030,334
18040,334
18051,334
18062,335
18072,334
18082,333
18093,334
18104,334
18114,334
18124,333
18136,334
18146,334
18156,334
18166,334
18178,334
18188,334
18198,334
18209,334
18220,334
18230,334
18240,334
18251,334
18262,334
18272,334
18283,335
18293,335
18304,334
18315,334
18325,334
18335,334
18345,333
18357,334
18367,334
18377,335
18388,334
18399,333
18409,334
18419,334
18430,334
18441,334
18451,333
18462,334
18472,333
18483,334
18493,334
18504,334
18514,334
18525,334
18536,334
18546,334
18556,335
