71123,-255
71125,-255
71127,-255
71129,-255
71131,-255
71133,-255
71135,-255
71137,-255
71139,-255
71141,-255
71143,255
71145,255
71147,255
71149,255
71151,255
71153,255
71163,255
71165,255
71167,255
71169,255
71171,255
71173,255
71175,255
71177,255
71179,255
71181,255
71183,255
71185,255
71187,255
71189,255
71191,255
71193,255
71195,255
71197,255
71199,255
71201,255
71203,255
71205,255
71207,255
71209,255
71211,255
71213,255
71215,255
71217,255
71219,255
71221,255
71223,255
71225,255
71227,255
71229,255
71231,255
71233,255
71235,255
71245,255
71247,255
71249,255
71251,255
71253,255
71255,255
71257,255
71259,255
71261,255
71263,255
71265,255
71267,255
71269,255
71271,255
71273,255
71275,255
71277,255
71279,255
71281,255
71283,255
71285,255
71287,255
71289,255
71291,255
71293,255
71295,255
71297,255
71299,255
71301,255
71303,255
71305,255
71307,255
71309,255
71311,255
71321,255
71323,255
71325,255
71327,255
71329,255
71331,255
71333,255
71335,255
71337,255
71339,255
71341,255
71343,255
71345,255
71347,255
71349,255
71351,255
71353,255
71355,255
71357,255
71359,255
71361,255
71363,255
71365,255
71367,255
71369,255
71371,255
71373,255
71375,255
71377,255
71379,255
71381,255
71383,255
71385,255
71387,255
71397,255
71399,255
71401,255
71403,255
71405,255
71407,255
71409,255
71411,255
71413,255
71415,255
71417,255
71419,255
71421,255
71423,255
71425,255
71427,255
71429,255
71431,255
71433,255
71435,255
71437,255
71439,255
71441,255
71443,255
71445,255
71447,255
71449,255
71451,255
71453,255
71455,255
71457,255
71459,255
71461,255
71463,255
71465,255
71467,255
71469,255
71479,255
71481,255
71483,255
71485,255
71487,255
71489,255
71491,255
71493,255
71495,255
71497,255
71499,255
71501,255
71503,255
71505,255
71507,255
71509,255
71511,255
71513,255
71515,255
71517,255
71519,255
71521,255
71523,255
71525,255
71527,255
71529,255
71531,255
71533,255
71535,255
71537,255
71539,255
71541,255
71543,255
71545,255
71555,255
71557,255
71559,255
71561,255
71563,255
71565,255
71567,255
71569,255
71571,255
71573,255
71575,255
71577,255
71579,255
71581,255
71583,255
71585,255
71587,255
71589,255
71591,255
71593,255
71595,255
71597,255
71599,255
71601,255
71603,255
71605,255
71607,255
71609,255
71611,255
71613,255
71615,255
71617,255
71619,255
71621,255
71623,255
71625,255
71627,255
71637,255
71639,255
71641,255
71643,255
71645,255
71647,255
71649,255
71651,255
71653,255
71655,-255
71657,-255
71659,-255
71661,-255
71663,-255
71665,-255
71667,-255
71669,-255
71671,-255
71673,-255
71675,-255
71677,-255
71679,-255
71681,-255
71683,-255
71685,-255
71687,255
71689,255
71691,255
71701,255
71703,255
71705,255
71707,255
71709,255
71711,255
71713,255
71715,255
71717,255
71719,255
71721,255
71723,255
71725,255
71727,255
71729,255
71731,255
71733,255
71735,255
71737,255
71739,255
71741,255
71743,255
71745,255
71747,255
71749,255
71751,255
71753,255
71755,255
71757,255
71759,255
71761,255
71763,255
71765,255
71767,255
71769,255
71781,255
71783,255
71785,255
71787,255
71789,255
71791,255
71793,255
71795,255
71797,255
71799,255
71801,255
71803,255
71805,255
71807,255
71809,255
71811,255
71813,255
71815,255
71817,255
71819,255
71821,255
71823,255
71825,255
71827,255
71829,255
71831,255
71833,255
71835,255
71837,255
71839,255
71841,255
71843,255
71845,255
71847,255
71849,255
71861,255
71863,255
71865,255
71867,255
71869,255
71871,255
71873,255
71875,255
71877,255
71879,255
71881,255
71883,255
71885,255
71887,255
71889,255
71891,255
71893,255
71895,255
71897,255
71899,255
71901,255
71903,255
71905,255
71907,255
71909,255
71911,255
71913,255
71915,255
71917,255
71919,255
71921,255
71923,255
71925,255
71927,255
71937,255
71939,255
71941,255
71943,255
71945,255
71947,255
71949,255
71951,255
71953,255
71955,255
71957,255
71959,255
71961,255
71963,255
71965,255
71967,255
71969,255
71971,255
71973,255
71975,255
71977,255
71979,255
71981,255
71983,255
71985,255
71987,255
71989,255
71991,255
71993,255
71995,255
71997,255
71999,255
72001,255
72003,255
72005,255
72007,255
72009,255
72019,255
72021,255
72023,255
72025,255
72027,255
72029,255
72031,255
72033,255
72035,255
72037,255
72039,255
72041,255
72043,255
72045,255
72047,255
72049,255
72051,255
72053,255
72055,255
72057,255
72059,255
72061,255
72063,255
72065,255
72067,255
72069,255
72071,255
72073,255
72075,255
72077,255
72079,255
72081,255
72083,255
72085,255
72095,255
72097,255
72099,255
72101,255
72103,255
72105,255
72107,255
72109,255
72111,255
72113,255
72115,255
72117,255
72119,255
72121,255
72123,255
72125,255
72127,255
72129,255
72131,255
72133,255
72135,255
72137,255
72139,255
72141,255
72143,255
72145,255
72147,255
72149,255
72151,255
72153,255
72155,255
72157,255
72159,255
72161,255
72163,255
72165,255
72167,255
72177,-255
72179,-255
72181,-255
72183,-255
72185,-255
72187,-255
72189,-255
72191,-255
72193,-255
72195,-255
72197,-255
72199,-255
72201,-255
72203,-255
72205,-255
72207,-255
72209,255
72211,255
72213,255
72215,255
72217,255
72219,255
72221,255
72223,255
72225,255
72227,255
72229,255
72231,255
72241,255
72243,255
72245,255
72247,255
72249,255
72251,255
72253,255
72255,255
72257,255
72259,255
72261,255
72263,255
72265,255
72267,255
72269,255
72271,255
72273,255
72275,255
72277,255
72279,255
72281,255
72283,255
72285,255
72287,255
72289,255
72291,255
72293,255
72295,255
72297,255
72299,255
72301,255
72303,255
72305,255
72307,255
72309,255
72311,255
72313,255
72323,255
72325,255
72327,255
72329,255
72331,255
72333,255
72335,255
72337,255
72339,255
72341,255
72343,255
72345,255
72347,255
72349,255
72351,255
72353,255
72355,255
72357,255
72359,255
72361,255
72363,255
72365,255
72367,255
72369,255
72371,255
72373,255
72375,255
72377,255
72379,255
72381,255
72383,255
72385,255
72387,255
72389,255
72399,255
72401,255
72403,255
72405,255
72407,255
72409,255
72411,255
72413,255
72415,255
72417,255
72419,255
72421,255
72423,255
72425,255
72427,255
72429,255
72431,255
72433,255
72435,255
72437,255
72439,255
72441,255
72443,255
72445,255
72447,255
72449,255
72451,255
72453,255
72455,255
72457,255
72459,255
72461,255
72463,255
72465,255
72475,255
72477,255
72479,255
72481,255
72483,255
72485,255
72487,255
72489,255
72491,255
72493,255
72495,255
72497,255
72499,255
72501,255
72503,255
72505,255
72507,255
72509,255
72511,255
72513,255
72515,255
72517,255
72519,255
72521,255
72523,255
72525,255
72527,255
72529,255
72531,255
72533,255
72535,255
72537,255
72539,255
72541,255
72543,255
72545,255
72547,255
72557,255
72559,255
72561,255
72563,255
72565,255
72567,255
72569,255
72571,255
72573,255
72575,255
72577,255
72579,255
72581,255
72583,255
72585,255
72587,255
72589,255
72591,255
72593,255
72595,255
72597,255
72599,255
72601,255
72603,255
72605,255
72607,255
72609,255
72611,255
72613,255
72615,255
72617,255
72619,255
72621,255
72623,255
72633,255
72635,255
72637,255
72639,255
72641,255
72643,255
72645,255
72647,255
72649,255
72651,255
72653,255
72655,255
72657,255
72659,255
72661,255
72663,255
72665,255
72667,255
72669,255
72671,255
72673,255
72675,255
72677,-255
72679,-255
72681,-255
72683,-255
72685,-255
72687,-255
72689,-255
72691,-255
72693,-255
72695,-255
72707,-255
72709,255
72711,255
72713,255
72715,255
72717,255
72719,255
72721,255
72723,255
72725,255
72727,255
72729,255
72731,255
72733,255
72735,255
72737,255
72739,255
72741,255
72743,255
72745,255
72747,255
72749,255
72751,255
72753,255
72755,255
72757,255
72759,255
72761,255
72763,255
72765,255
72767,255
72769,255
72771,255
72773,255
72783,255
72785,255
72787,255
72789,255
72791,255
72793,255
72795,255
72797,255
72799,255
72801,255
72803,255
72805,255
72807,255
72809,255
72811,255
72813,255
72815,255
72817,255
72819,255
72821,255
72823,255
72825,255
72827,255
72829,255
72831,255
72833,255
72835,255
72837,255
72839,255
72841,255
72843,255
72845,255
72847,255
72849,255
72851,255
72853,255
72855,255
72865,255
72867,255
72869,255
72871,255
72873,255
72875,255
72877,255
72879,255
72881,255
72883,255
72885,255
72887,255
72889,255
72891,255
72893,255
72895,255
72897,255
72899,255
72901,255
72903,255
72905,255
72907,255
72909,255
72911,255
72913,255
72915,255
72917,255
72919,255
72921,255
72923,255
72925,255
72927,255
72929,255
72931,255
72941,255
72943,255
72945,255
72947,255
72949,255
72951,255
72953,255
72955,255
72957,255
72959,255
72961,255
72963,255
72965,255
72967,255
72969,255
72971,255
72973,255
72975,255
72977,255
72979,255
72981,255
72983,255
72985,255
72987,255
72989,255
72991,255
72993,255
72995,255
72997,255
72999,255
73001,255
73003,255
73005,255
73007,255
73009,255
73021,255
73023,255
73025,255
73027,255
73029,255
73031,255
73033,255
73035,255
73037,255
73039,255
73041,255
73043,255
73045,255
73047,255
73049,255
73051,255
73053,255
73055,255
73057,255
73059,255
73061,255
73063,255
73065,255
73067,255
73069,255
73071,255
73073,255
73075,255
73077,255
73079,255
73081,255
73083,255
73085,255
73087,255
73089,255
73101,255
73103,255
73105,255
73107,255
73109,255
73111,255
73113,255
73115,255
73117,255
73119,255
73121,255
73123,255
73125,255
73127,255
73129,255
73131,255
73133,255
73135,255
73137,255
73139,255
73141,255
73143,255
73145,255
73147,255
73149,255
73151,255
73153,255
73155,255
73157,255
73159,255
73161,255
73163,255
73165,255
73167,255
73177,255
73179,255
73181,255
73183,255
73185,255
73187,255
73189,255
73191,255
73193,255
73195,255
73197,255
73199,255
73201,-255
73203,-255
73205,-255
73207,-255
73209,-255
73211,-255
73213,-255
73215,-255
73217,-255
73219,-255
73221,-255
73223,-255
73225,-255
73227,-255
73229,-255
73231,-255
73233,255
73235,255
73237,255
73247,255
73249,255
73251,255
73253,255
73255,255
73257,255
73259,255
73261,255
73263,255
73265,255
73267,255
73269,255
73271,255
73273,255
73275,255
73277,255
73279,255
73281,255
73283,255
73285,255
73287,255
73289,255
73291,255
73293,255
73295,255
73297,255
73299,255
73301,255
73303,255
73305,255
73307,255
73309,255
73311,255
73313,255
73323,255
73325,255
73327,255
73329,255
73331,255
73333,255
73335,255
73337,255
73339,255
73341,255
73343,255
73345,255
73347,255
73349,255
73351,255
73353,255
73355,255
73357,255
73359,255
73361,255
73363,255
73365,255
73367,255
73369,255
73371,255
73373,255
73375,255
73377,255
73379,255
73381,255
73383,255
73385,255
73387,255
73389,255
73391,255
73393,255
73395,255
73405,255
73407,255
73409,255
73411,255
73413,255
73415,255
73417,255
73419,255
73421,255
73423,255
73425,255
73427,255
73429,255
73431,255
73433,255
73435,255
73437,255
73439,255
73441,255
73443,255
73445,255
73447,255
73449,255
73451,255
73453,255
73455,255
73457,255
73459,255
73461,255
73463,255
73465,255
73467,255
73469,255
73471,255
73481,255
73483,255
73485,255
73487,255
73489,255
73491,255
73493,255
73495,255
73497,255
73499,255
73501,255
73503,255
73505,255
73507,255
73509,255
73511,255
73513,255
73515,255
73517,255
73519,255
73521,255
73523,255
73525,255
73527,255
73529,255
73531,255
73533,255
73535,255
73537,255
73539,255
73541,255
73543,255
73545,255
73547,255
73549,255
73551,255
73553,255
73563,255
73565,255
73567,255
73569,255
73571,255
73573,255
73575,255
73577,255
73579,255
73581,255
73583,255
73585,255
73587,255
73589,255
73591,255
73593,255
73595,255
73597,255
73599,255
73601,255
73603,255
73605,255
73607,255
73609,255
73611,255
73613,255
73615,255
73617,255
73619,255
73621,255
73623,255
73625,255
73627,255
73629,255
73639,255
73641,255
73643,255
73645,255
73647,255
73649,255
73651,255
73653,255
73655,255
73657,255
73659,255
73661,255
73663,255
73665,255
73667,255
73669,255
73671,255
73673,255
73675,255
73677,255
73679,255
73681,-255
73683,-255
73685,-255
73687,-255
73689,-255
73691,-255
73693,-255
73695,-255
73697,-255
73699,-255
73709,-255
73711,-226
73713,-226
73715,-231
73717,-228
73719,-228
73721,-228
73723,255
73725,255
73727,255
73729,255
73731,255
73733,255
73735,255
73737,255
73739,255
73741,255
73743,255
73745,255
73747,255
73749,255
73751,255
73753,255
73755,255
73757,255
73759,255
73761,255
73763,255
73765,255
73767,255
73769,255
73771,255
73773,255
73775,255
73785,255
73787,255
73789,255
73791,255
73793,255
73795,255
73797,255
73799,255
73801,255
73803,255
73805,255
73807,255
73809,255
73811,255
73813,255
73815,255
73817,255
73819,255
73821,255
73823,255
73825,255
73827,255
73829,255
73831,255
73833,255
73835,255
73837,255
73839,255
73841,255
73843,255
73845,255
73847,255
73849,255
73851,255
73861,255
73863,255
73865,255
73867,255
73869,255
73871,255
73873,255
73875,255
73877,255
73879,255
73881,255
73883,255
73885,255
73887,255
73889,255
73891,255
73893,255
73895,255
73897,255
73899,255
73901,255
73903,255
73905,255
73907,255
73909,255
73911,255
73913,255
73915,255
73917,255
73919,255
73921,255
73923,255
73925,255
73927,255
73929,255
73931,255
73933,255
73943,255
73945,255
73947,255
73949,255
73951,255
73953,255
73955,255
73957,255
73959,255
73961,255
